time,open,high,low,close,Conversion Line,Base Line,Lagging Span,Leading Span A,Leading Span B,Developing Poc,Developing VA High,Developing VA Low,Volume,Volume MA,RSI
1639958400,2813.33052,2839.99716,2766.6639,2783.33055,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14466914,18761598.3,57.38109521423461
1640044800,2833.3305,2859.99714,2806.66386,2849.99715,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,15385515,18666408.2,60.927794548091214
1640131200,2866.6638,2873.33046,2786.66388,2849.99715,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16651816,18940353.45,60.927794548091214
1640217600,2869.99713,2933.3304,2853.33048,2929.99707,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,22021222,19590769.1,64.98332449530129
1640304000,2933.3304,2963.33037,2886.66378,2923.33041,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,17627417,19783369.3,64.38359097952832
1640563200,2946.66372,2963.33037,2896.66377,2909.99709,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13959613,19492924,63.12872288708192
1640649600,2916.66375,2919.99708,2849.99715,2899.9971,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14480714,19377888.9,62.15033226241725
1640736000,2906.66376,2939.99706,2896.66377,2923.33041,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13442413,19285023.8,63.56911680293176
1640822400,2929.99707,2943.33039,2899.9971,2919.99708,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10527910,18480768,63.204623237088214
1641254400,2943.33039,3046.66362,2939.99706,3046.66362,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25912825,18259217.75,70.19761464703187
1641340800,3073.33026,3149.99685,3033.3303,3066.6636,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,27087027,18282497.8,71.13056880563644
1641427200,3049.99695,3113.33022,3033.3303,3049.99695,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,17653517,18061967.55,69.18683764604312
1641513600,3099.9969,3113.33022,3046.66362,3109.99689,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16549516,17289106.75,72.13853021856656
1641859200,3133.3302,3133.3302,3056.66361,3096.66357,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,17805317,17525716.95,70.52182601056663
1641945600,3116.66355,3243.33009,3086.66358,3233.3301,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24747624,18227402.65,76.36800614596667
1642032000,3229.99677,3273.33006,3206.66346,3229.99677,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,18059118,18518087.95,75.97225021543028
1642118400,3223.33011,3263.33007,3193.33014,3256.66341,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,17109317,18824628.3,76.99916465155451
1642377600,3283.33005,3293.33004,3219.99678,3233.3301,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,15009615,18546678.05,74.01822910999373
1642464000,3233.3301,3259.99674,3179.99682,3213.33012,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,17388017,18023657.55,71.46438646430184
1642550400,3153.33018,3179.99682,2886.66378,2913.33042,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,35515235,18570033.1,45.88832781969058
1642636800,2879.99712,2946.66372,2726.66394,2849.99715,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,35043935,19598884.15,42.435543187342184
1642723200,2723.33061,2796.66387,2656.66401,2789.99721,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31514431,20405329.95,39.41016870600336
1642982400,2729.99727,2899.9971,2723.33061,2886.66378,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,28354828,20990480.55,46.079925983386566
1643068800,2886.66378,2906.66376,2689.99731,2716.66395,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31562731,21467556,38.13044126122542
1643155200,2766.6639,2796.66387,2709.99729,2749.99725,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20133020,21592836.15,40.30504119420679
1643241600,2793.33054,2829.99717,2659.99734,2669.99733,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,28411228,22315416.9,36.948477984798764
1643328000,2729.99727,2773.33056,2666.664,2766.6639,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,22710322,22726897.3,43.11326284308047
1643587200,2789.99721,2989.99701,2743.33059,2966.6637,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,33400833,23724818.3,53.289261092925166
1643673600,3066.6636,3156.66351,3033.3303,3079.99692,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,36427836,25019814.6,57.88652492787243
1643760000,3093.33024,3106.66356,3023.33031,3079.99692,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20825120,24765429.35,57.88652492787243
1643846400,3056.66361,3159.99684,2933.3304,3076.66359,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,74238074,27122981.7,57.692840341038846
1643932800,3063.33027,3279.99672,3059.99694,3266.6634,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,65168465,29498729.1,64.90165363305164
1644192000,3276.66339,3289.99671,3079.99692,3093.33024,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,48012648,31071885.7,55.59490339126424
1644278400,3126.66354,3206.66346,3069.99693,3206.66346,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,30295530,31696396.35,59.66738331973032
