time,open,high,low,close,Plot,Plot,Plot,Plot,Plot,Plot,Plot,Conversion Line,Base Line,Lagging Span,Leading Span A,Leading Span B,Developing Poc,Developing VA High,Developing VA Low,Volume,Volume MA,RSI
1643068800,2886.66378,2906.66376,2689.99731,2716.66395,3013.4969865000007,3172.1770618335304,2854.816911166471,3330.85713716706,2696.1368358329414,3489.5372125005897,2537.4567604994118,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31562731,21467556,38.13044126122542
1643155200,2766.6639,2796.66387,2709.99729,2749.99725,3004.830328500001,3172.6676316475873,2836.993025352415,3340.5049347951735,2669.1557222048286,3508.3422379427598,2501.3184190572424,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20133020,21592836.15,40.30504119420679
1643241600,2793.33054,2829.99717,2659.99734,2669.99733,2992.8303405000006,3174.987828141503,2810.672852858498,3357.1453157830056,2628.5153652169956,3539.302803424508,2446.357877575493,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,28411228,22315416.9,36.948477984798764
1643328000,2729.99727,2773.33056,2666.664,2766.6639,2986.1636805000007,3173.9496447296087,2798.3777162703927,3361.735608959217,2610.5917520407843,3549.5215731888256,2422.805787811176,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,22710322,22726897.3,43.11326284308047
1643587200,2789.99721,2989.99701,2743.33059,2966.6637,2988.3303450000008,3175.6281970818495,2801.032492918152,3362.9260491636983,2613.7346408363032,3550.2239012455475,2426.436788754454,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,33400833,23724818.3,53.289261092925166
1643673600,3066.6636,3156.66351,3033.3303,3079.99692,2996.3303370000003,3183.9553668222798,2808.705307177721,3371.5803966445587,2621.080277355442,3559.205426466838,2433.4552475331625,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,36427836,25019814.6,57.88652492787243
1643760000,3093.33024,3106.66356,3023.33031,3079.99692,2997.997002000001,3186.2088691344984,2809.7851348655036,3374.4207362689954,2621.5732677310066,3562.632603403493,2433.361400596509,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20825120,24765429.35,57.88652492787243
1643846400,3056.66361,3159.99684,2933.3304,3076.66359,2998.497001500001,3186.9038045886564,2810.090198411345,3375.3106076773115,2621.68339532269,3563.717410765967,2433.2765922340345,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,74238074,27122981.7,57.692840341038846
1643932800,3063.33027,3279.99672,3059.99694,3266.6634,3009.3303240000005,3206.416120553553,2812.244527446448,3403.5019171071053,2615.1587308928956,3600.5877136606573,2418.0729343393436,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,65168465,29498729.1,64.90165363305164
1644192000,3276.66339,3289.99671,3079.99692,3093.33024,3008.4969915000006,3205.1902251888637,2811.8037578111375,3401.8834588777268,2615.1105241222745,3598.57669256659,2418.4172904334114,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,48012648,31071885.7,55.59490339126424
1644278400,3126.66354,3206.66346,3069.99693,3206.66346,3013.9969860000006,3214.578162642153,2813.415809357848,3415.159339284305,2612.834632715696,3615.7405159264576,2412.2534560735435,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,30295530,31696396.35,59.66738331973032
1644364800,3233.3301,3249.99675,3176.66349,3226.66344,3013.6636530000005,3213.885274210749,2813.4420317892523,3414.106895421497,2613.220410578504,3614.3285166322457,2412.9987893677553,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,23199923,31619011.3,60.358315234558525
1644451200,3256.66341,3279.99672,3219.99678,3253.33008,3014.8303185,3216.3727096435873,2813.2879273564126,3417.915100787174,2611.7455362128258,3619.4574919307615,2410.2031450692384,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20843120,31758211.4,61.310016868890955
1644796800,3166.6635,3263.33007,3136.66353,3253.33008,3014.663652,3216.0072693676925,2813.320034632308,3417.350886735385,2611.9764172646155,3618.6945041030776,2410.6327998969227,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,23980223,32101756.7,61.310016868890955
1644883200,3236.66343,3279.99672,3199.9968,3219.99678,3013.9969859999997,3214.636318409732,2813.357653590267,3415.2756508194648,2612.7183211805345,3615.9149832291973,2412.078988770802,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,21982821,32450417,59.247956080089345
1644969600,3269.99673,3326.66334,3249.99675,3309.99669,3018.8303145,3225.2931125250293,2812.3675164749707,3431.755910550058,2605.904718449942,3638.2187085750875,2399.4419204249125,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,26879126,32924972.45,62.878289056132644
1645056000,3326.66334,3416.66325,3309.99669,3333.33,3039.8302935,3255.64243188041,2824.01815511959,3471.45457026082,2608.20601673918,3687.2667086412307,2392.3938783587696,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,37846837,33041552.55,63.77918421192014
1645142400,3299.9967,3446.66322,3289.99671,3426.66324,3068.663598,3295.4314857845725,2841.8957102154277,3522.1993735691444,2615.1278224308558,3748.967261353717,2388.3599346462834,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,33719133,32975312.45,67.2073902992758
1645401600,3379.99662,3416.66325,3323.33001,3396.66327,3098.996901,3327.0320016116034,2870.9618003883966,3555.0671022232063,2642.9266997767936,3783.1022028348098,2414.89159916519,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,33844833,33091832.55,65.07535494881436
1645488000,3326.66334,3393.32994,3236.66343,3259.99674,3117.663549,3342.8153712391463,2892.5117267608534,3567.9671934782928,2667.359904521707,3793.1190157174397,2442.20808228256,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,39858039,33666993.1,56.311407185574495
1645660800,3223.33011,3323.33001,3219.99678,3266.6634,3145.1635214999997,3352.545074271943,2937.781968728056,3559.926627043887,2730.4004159561123,3767.308179815831,2523.0188631841684,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,35161835,33846948.3,56.61832379059485
1645747200,3343.32999,3413.32992,3333.33,3399.9966,3177.663489,3371.0285228890903,2984.29845511091,3564.3935567781805,2790.9334212218196,3757.7585906672707,2597.5683873327293,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,32240132,34452303.9,62.31971893682974
1646006400,3443.32989,3559.99644,3379.99662,3556.66311,3221.9967779999997,3394.3927901452557,3049.6007658547437,3566.7888022905117,2877.2047537094877,3739.1848144357673,2704.808741564232,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,39838839,35023684.45,67.69251667823796
1646092800,3653.32968,3706.66296,3613.32972,3636.66303,3265.4967345,3426.925177861395,3104.068291138605,3588.3536212227896,2942.6398477772104,3749.7820645841844,2781.2114044158157,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,34497334,35613035.05,70.04162316807623
1646179200,3653.32968,3743.32959,3629.99637,3699.9963,3302.1633645,3474.4687186422507,3129.8580103577497,3646.7740727845016,2957.5526562154987,3819.079426926752,2785.247302073248,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31101031,35498044.95,71.79035888204919
1646265600,3759.99624,3923.32941,3739.99626,3909.99609,3343.6633229999998,3553.3583948708856,3133.968251129114,3763.053466741771,2924.2731792582285,3972.748538612657,2714.5781073873427,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,42560142,35804660.25,76.65611805884458
1646352000,3966.6627,4053.32928,3779.99622,3966.6627,3387.996612,3628.697661513599,3147.2955624864007,3869.3987110271983,2906.5945129728016,4110.099760540797,2665.8934634592024,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,64595464,37993177.45,77.77035763601725
1646611200,4066.6626,4116.66255,3883.32945,4003.32933,3434.3298990000003,3698.6696934226356,3169.990104577365,3963.0094878452715,2905.650310154729,4227.349282267907,2641.310515732094,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,46951546,36628851.05,78.4859347316571
1646697600,3933.3294,3963.32937,3726.66294,3739.99626,3457.996542,3727.405915245474,3188.587168754526,3996.8152884909478,2919.177795509052,4266.224661736422,2649.768422263578,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,45282345,35634545.05,62.84064301677149
1646784000,3639.99636,3809.99619,3519.99648,3673.32966,3486.9965129999996,3746.6303976706663,3227.362628329333,4006.2642823413335,2967.7287436586657,4265.898167012,2708.094858987999,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,42315642,35349694.75,59.601454130657295
1646870400,3793.32954,3923.32941,3733.3296,3916.66275,3522.4964775,3789.799356871601,3255.1935981283987,4057.1022362432022,2987.8907187567975,4324.405115614803,2720.5878393851963,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,32545832,35462209.85,66.40776916963911
1646956800,3916.66275,3999.996,3846.66282,3936.66273,3557.9964419999997,3830.7443233346166,3285.2485606653827,4103.492204669234,3012.5006793307657,4376.240086003851,2739.752797996149,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31194931,35861960.25,66.90136274792911
1647216000,3999.996,4039.99596,3953.32938,3999.996,3595.3297379999995,3874.8377569175136,3315.8217190824853,4154.345775835028,3036.313700164971,4433.853794752542,2756.8056812474565,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,28940428,36266825.65,68.48076709231287
1647302400,3973.32936,4026.66264,3873.32946,3936.66273,3629.4963704999996,3906.8672343818816,3352.1255066181175,4184.238098263764,3074.7546427362354,4461.608962145646,2797.3837788543533,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29929829,36564305.95,65.13363234141863
1647388800,3966.6627,4029.99597,3919.99608,4003.32933,3668.662998,3940.699079743392,3396.6269162566077,4212.735161486784,3124.5908345132157,4484.771243230176,2852.554752769823,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,28403428,36885336.3,66.96405903167584
1647475200,4049.99595,4056.66261,3979.99602,4043.32929,3705.3296279999995,3975.969339624287,3434.689916375712,4246.609051248574,3164.050204751424,4517.248762872862,2893.4104931271368,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,30699930,37076376.5,68.0479372012923
1647561600,4016.66265,4163.32917,4009.99599,4133.3292,3745.3295879999996,4017.149109425667,3473.510066574332,4288.968630851335,3201.6905451486646,4560.788152277002,2929.8710237229966,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,39163839,37142226.6,70.40102263742037
1647907200,4156.66251,4156.66251,4013.32932,4056.66261,3776.8295564999994,4046.389577041948,3507.2695359580507,4315.949597583897,3237.7095154161016,4585.509618125846,2968.149494874153,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,32589332,37085736.55,65.94574926660178
1647993600,4033.3293,4083.32925,3899.9961,3936.66273,3803.8295295,4060.704242211408,3546.9548167885914,4317.578954922817,3290.080104077183,4574.453667634225,3033.2053913657746,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,32604932,37023741.5,59.58918842676893
1648080000,3846.66282,3906.66276,3599.9964,3649.99635,3823.3295099999996,4051.36436698475,3595.294653015249,4279.399223969501,3367.259796030499,4507.434080954251,3139.224939045748,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,50853950,37573537.05,47.74852589915533
1648166400,3589.99641,3723.32961,3466.6632,3689.99631,3844.4961554999995,4036.711915333368,3652.280395666631,4228.927675166737,3460.0646358332624,4421.1434350001055,3267.848875999894,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,52792552,38455072.9,49.263470555673344
1648425600,3619.99638,3689.99631,3499.9965,3619.99638,3855.4961444999994,4027.1554387089413,3683.8368502910575,4198.814732917883,3512.177556082116,4370.474027126825,3340.518261873174,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,38900738,38788103.2,46.71111492752193
1648512000,3636.66303,3743.32959,3613.32972,3703.32963,3862.8294704999994,4024.402391806205,3701.256549193794,4185.97531311241,3539.6836278875885,4347.548234418616,3378.110706581383,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,43774243,38984873.4,50.0302774435354
1648598400,3219.99678,3403.32993,3166.6635,3386.66328,3850.329482999999,4036.6858843396467,3663.9730816603515,4223.042285679294,3477.6166803207043,4409.398687018942,3291.2602789810567,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,68060168,40663015.1,39.86811998217386
1648684800,3366.6633,3613.32972,3359.99664,3586.66308,3844.6628219999993,4037.127344916241,3652.198299083758,4229.591867832482,3459.733776167516,4422.056390748724,3267.2692532512747,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,44839544,41349940.75,47.167212406876615
1648771200,3546.66312,3546.66312,3303.33003,3339.99666,3816.1628504999994,4036.9598594559293,3595.3658415440696,4257.756868411859,3374.5688325881397,4478.553877367789,3153.77182363221,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,46370746,41540470.95,40.61853640643517
1649030400,3249.99675,3439.99656,3246.66342,3433.3299,3789.496210499999,4022.3819177459573,3556.610503254041,4255.267624991915,3323.7247960080826,4488.153332237874,3090.8390887621244,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29072129,39764304.2,43.798153848208884
1649116800,3363.32997,3419.99658,3316.66335,3333.33,3755.9962439999995,4003.446552777918,3508.545935222081,4250.896861555836,3261.0956264441625,4498.347170333755,3013.6453176662444,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24581724,38645813.1,41.24961211952033
1649203200,3286.66338,3303.33003,3146.66352,3159.99684,3726.9962729999993,4006.529136005954,3447.4634099940445,4286.0619990119085,3167.93054698809,4565.594862017863,2888.3976839821353,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,34157734,38089582.55,37.20813085131834
1649289600,3046.66362,3143.33019,3019.99698,3079.99692,3697.3296359999995,4010.4508825180046,3384.2083894819943,4323.57212903601,3071.0871429639897,4636.693375554014,2757.9658964459845,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,33515133,37649557.1,35.480302497890875
1649376000,3109.99689,3149.99685,3049.99695,3053.33028,3654.1630124999997,3992.560656431179,3315.7653685688206,4330.9583003623575,2977.367724637642,4669.355944293537,2638.970080706463,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,23040023,37174266.65,34.898556195966236
1649635200,3063.33027,3129.99687,3023.33031,3076.66359,3611.1630554999997,3965.209583157288,3257.1165278427115,4319.2561108145765,2903.070000185423,4673.302638471865,2549.0234725281343,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,17719517,36500495.95,35.88909380435739
1649721600,3039.99696,3046.66362,2889.99711,2899.9971,3556.163110499999,3930.3986615542367,3181.9275594457617,4304.634212608475,2807.692008391524,4678.869763662712,2433.4564573372863,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,27741027,36440525.9,31.928004467027776
1649808000,2929.99707,3046.66362,2929.99707,3039.99696,3511.3298219999997,3890.967281478457,3131.6923625215422,4270.604740956915,2752.0549030430843,4650.242200435373,2372.4174435646264,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24790224,36183545.65,37.78784126279505
1649894400,3033.3303,3133.3302,3003.33033,3119.99688,3467.1631995,3838.2801728080253,3096.0462261919743,4209.397146116051,2724.929252883949,4580.514119424076,2353.8122795759236,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,21453621,35836055.3,40.91767488173867
1649980800,3073.33026,3163.33017,3066.6636,3126.66354,3421.3299119999997,3774.6367904330787,3068.0230335669207,4127.943668866158,2714.7161551338413,4481.250547299237,2361.4092767007623,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,15291615,35065639.55,41.183227511396176
1650240000,3129.99687,3199.9968,3086.66358,3193.33014,3374.3299589999997,3690.3502119302557,3058.3097060697437,4006.370464860511,2742.289453139488,4322.390717790768,2426.269200209232,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,18020418,34008468.5,43.89873118845782
1650326400,3209.99679,3333.33,3163.33017,3303.33003,3336.6633299999994,3611.2961439293376,3062.030516070661,3885.928957858676,2787.397702141323,4160.561771788014,2512.764888211985,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24529224,33605463.1,48.15224447819249
1650412800,3333.33,3346.66332,3266.6634,3296.66337,3304.6633619999993,3542.31693419013,3067.009789809869,3779.97050638026,2829.356217619739,4017.6240785703903,2591.7026454296083,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,21340821,33042257.55,47.915135189614716
1650499200,3299.9967,3346.66332,3276.66339,3336.66333,3288.996711,3513.3228857739646,3064.670536226035,3737.6490605479294,2840.34436145207,3961.975235321894,2616.0181866781054,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19935919,31496356,49.52124989617615
1650585600,3299.9967,3333.33,3219.99678,3249.99675,3266.996733,3471.6287187322123,3062.3647472677876,3676.2607044644246,2857.7327615355753,3880.892690196637,2653.100775803363,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19099819,29811719.35,46.19727195420581
1650844800,3149.99685,3213.33012,3133.3302,3146.66352,3243.3300900000004,3432.5593323550215,3054.1008476449792,3621.788574710042,2864.8716052899586,3811.0178170650634,2675.6423629349374,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16195816,28676473.25,42.53161795979608
1650931200,3179.99682,3203.33013,3069.99693,3103.33023,3213.3301199999996,3372.414145477888,3054.2460945221114,3531.498170955776,2895.1620690442232,3690.582196433664,2736.078043566335,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16500616,27312791.9,41.060244194115455
1651017600,3066.6636,3283.33005,3039.99696,3273.33006,3207.6634590000003,3362.4323077311897,3052.894610268811,3517.201156462379,2898.1257615376217,3671.970005193568,2743.356912806433,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,30124230,25415995,48.57623864838549
1651104000,3266.6634,3296.66337,3056.66361,3153.33018,3185.996814,3314.252506491442,3057.741121508558,3442.508198982884,2929.485429017116,3570.7638914743266,2801.2297365256736,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,36038136,24975924.6,44.28347641902236
1651449600,3183.33015,3286.66338,3173.33016,3263.33007,3182.1634845,3306.8553135714465,3057.4716554285533,3431.547142642893,2932.7798263571067,3556.2389717143396,2808.08799728566,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,22320322,23773403.4,48.75410088370377
1651795200,3313.33002,3326.66334,3239.99676,3269.99673,3173.9968259999996,3286.7481606401016,3061.2454913598976,3399.4994952802035,2948.4941567197957,3512.2508299203055,2835.7428220796937,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,21483321,23393963,49.02107893472557
1652054400,3269.99673,3329.99667,3183.33015,3239.99676,3169.330164,3277.216828034316,3061.4434999656837,3385.1034920686325,2953.5568359313675,3492.990156102949,2845.6701718970507,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,33569433,23843348.45,47.81391041443526
1652140800,3196.66347,3206.66346,3046.66362,3089.99691,3165.8301675000002,3275.089560751198,3056.5707742488025,3384.3489540023957,2947.311380997605,3493.608347253594,2838.0519877464067,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,34762534,23873588.45,42.21610400758729
1652227200,3119.99688,3283.33005,3089.99691,3256.66341,3174.6634920000006,3283.767818083929,3065.5591659160723,3392.872144167857,2956.454839832144,3501.976470251785,2847.350513748216,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29046029,23650133.25,49.316353916346415
1652313600,3236.66343,3266.6634,3186.66348,3206.66346,3182.330151000001,3287.9714724177757,3076.6888295822264,3393.6127938355503,2971.0475081644518,3499.254115253325,2865.406186746677,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20929220,23544593.1,47.43332778276629
1652400000,3219.99678,3263.33007,3156.66351,3233.3301,3190.163476500001,3293.4616199331135,3086.865333066888,3396.7597633662263,2983.5671896337753,3500.057906799339,2880.2690462006626,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,15354315,23426333,48.56140262996957
1652659200,3269.99673,3309.99669,3219.99678,3236.66343,3206.996793000001,3286.277508647341,3127.716077352661,3365.558224294681,3048.435361705321,3444.8389399420207,2969.1546460579816,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19740619,23026312.6,48.70957200559517
1652745600,3276.66339,3383.32995,3259.99674,3356.66331,3222.8301105000014,3298.7267114445835,3146.9335095554193,3374.623312389165,3071.0369086108376,3450.5199133337474,2995.1403076662555,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25209325,23047267.65,53.86203575947584
1652832000,3386.66328,3409.99659,3326.66334,3376.66329,3235.6634310000013,3314.7209961717626,3156.60586582824,3393.778561343524,3077.5483006564787,3472.8361265152857,2998.490735484717,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20880920,23018632.6,54.6792004975403
1652918400,3246.66342,3293.33004,3159.99684,3209.99679,3239.8300935000016,3315.140302274166,3164.519884725837,3390.45051104833,3089.209675951673,3465.760719822494,3013.899467177509,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,33147033,23911403.5,47.18003577821752
