time,open,high,low,close,Conversion Line,Base Line,Lagging Span,Leading Span A,Leading Span B,Developing Poc,Developing VA High,Developing VA Low,Volume,Volume MA,RSI
1661411400,22.41,23.13,21.77,21.79,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,47.776959685418404
1661497800,22.07,25.9,21.67,25.55,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,59.8465507956396
1661757000,26.86,27.67,25.47,26.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,61.502961110889224
1661843400,25.75,27.69,25.13,26.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,61.50296111088922
1661929800,25.86,26.62,25.31,25.86,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,60.00140550460694
1662016200,26.88,27.45,25.25,25.55,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,58.59669769911101
1662102600,25.51,26.28,23.19,25.46,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,58.170907257152074
1662448200,25.46,27.8,25.33,26.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,62.82541314020379
1662534600,26.93,27.15,24.54,24.63,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,52.84309449140382
1662621000,24.7,25.9,23.56,23.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,49.035890124473426
1662707400,23.49,23.57,22.64,22.78,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,46.18314628944102
1662966600,23.58,24.23,23.16,23.86,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,50.28544128780974
1663053000,23.67,28.15,23.53,27.28,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,60.54254388456362
1663139400,26.73,27.56,26.16,26.16,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,56.4360223239699
1663225800,26.1,26.93,25.42,26.25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,56.690241539313085
1663312200,27.47,28.45,26.14,26.31,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,56.870935778461075
1663571400,27.69,27.95,25.56,25.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,54.582021030252456
1663657800,25.65,27.81,25.61,27.15,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,59.02231159832978
1663744200,28.03,30.18,25.55,27.98,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,61.42983137628421
1663830600,28.16,28.38,26.71,27.34,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,58.57223573702783
1663917000,27.68,32.31,27.58,29.91,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,65.51043809047755
1664176200,31.74,32.88,29.83,32.25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,70.3753608764098
1664262600,31.2,34.14,30.3,32.59,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,71.01510707956265
1664349000,34.5,34.88,30.03,30.19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,61.001071699237336
1664435400,31.67,33.46,31.16,31.83,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,64.6675522863367
1664521800,31.61,33.25,29.39,31.61,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,63.80101388486061
1664781000,33,33.06,29.63,30.09,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,58.016601269545205
1664867400,29.52,29.62,28.56,29.06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,54.41629868043187
1664953800,29.36,30.11,28.5,28.56,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,52.706410834316934
1665040200,28.6,30.74,28.56,30.53,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,58.27014541330451
1665126600,30.37,32.02,29.88,31.35,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,60.360521236946575
1665385800,32.93,33.99,32.05,32.46,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,63.05819497524712
1665472200,33.56,34.43,32.45,33.62,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,65.68633381684648
1665558600,33.54,34.53,33.11,33.58,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,65.51325415002242
1665645000,33.6,33.87,31.63,31.93,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,58.64833607379464
